category,text
non-meeting,The employee discount program now includes additional vendors.
non-meeting,We're launching a new product line next quarter. Training will begin soon.
non-meeting,The annual employee engagement survey begins next Monday.
non-meeting,The deadline for submitting travel reimbursement requests is Friday.
meeting,The team feedback session will take place at 11:30 AM Monday.
meeting,Please attend the crisis management simulation at 2:30 PM in the emergency response center.
non-meeting,Your project has been selected for executive review.
non-meeting,We've updated our expense reimbursement limits; details attached.
meeting,The department update meeting will begin at 9:30 AM in Conference Room F.
non-meeting,We're implementing a new time tracking system effective next month.
non-meeting,Please update your emergency contact information in the HR portal.
meeting,Please bring your department updates to the status meeting at 4:15 PM Wednesday.
non-meeting,The company carpool program is looking for additional participants.
non-meeting,We're implementing a new electronic expense reporting system.
non-meeting,Your software license requires renewal action.
non-meeting,We've changed our process for booking company vehicles.
meeting,We've scheduled a compliance training refresher for 10:30 AM in the auditorium.
non-meeting,Please remember to update your emergency contact information.
non-meeting,Don't miss our seasonal clearance sale! Up to 70% off on selected items.
non-meeting,We've changed our corporate travel policy; highlights attached.
non-meeting,The company has been recognized for its commitment to sustainability.
non-meeting,Reminder: Submit receipts for petty cash reimbursement.
meeting,The strategic initiative kickoff meeting will begin at 9:15 AM in the project room.
non-meeting,Your professional development plan needs to be updated by month-end.
meeting,Please prepare your status updates for the 11:45 AM stand-up meeting.
non-meeting,Reminder: Complete mandatory safety training by month-end.
meeting,We need to reschedule our team sync from Tuesday to Wednesday at the same time (2 PM).
non-meeting,Your feedback on the new project management tool would be valuable.
meeting,The weekly status meeting will start at 9:30 AM as usual.
non-meeting,System maintenance scheduled for this weekend. Plan accordingly.
non-meeting,Your account permissions have been updated as requested.
non-meeting,We've revised our customer service standards; please review.
meeting,The corporate social responsibility planning session is set for 3:30 PM in the impact center.
meeting,The product development meeting will begin at 12:30 PM Thursday.
meeting,We're gathering to discuss the product feedback integration at 1:30 PM in the continuous improvement lab.
non-meeting,The deadline for the innovation contest has been extended to next Friday.
non-meeting,Your equipment repair has been completed. Ready for pickup.
meeting,The operational excellence review is scheduled for 2 PM in the process optimization center.
non-meeting,Please submit your feedback on the new company website.
non-meeting,Please complete the conflict of interest disclosure form by Friday.
non-meeting,Your security access group has been updated as requested.
meeting,Please attend the compliance training meeting at 4:30 PM Wednesday.
meeting,Please bring your customer feedback data to the review meeting at 4:15 PM Wednesday.
meeting,We need to meet regarding the customer satisfaction survey at 4:45 PM in Room 301.
meeting,Please attend the security awareness training meeting at 4 PM in the auditorium.
non-meeting,The annual employee photo day is scheduled for next Tuesday.
meeting,We're organizing a workflow improvement meeting at 1:15 PM in Operations.
non-meeting,The employee discount program now includes additional vendors.
